reward,step_time,total_stopped,total_wait_time
41.0,5.0,0,0.0
0.0,10.0,4,0.0
0.0,15.0,0,0.0
0.0,20.0,6,14.0
-14.0,25.0,4,30.0
-16.0,30.0,4,34.0
-4.0,35.0,4,52.0
-18.0,40.0,10,96.0
-44.0,45.0,10,93.0
3.0,50.0,10,127.0
-34.0,55.0,18,136.0
-9.0,60.0,8,118.0
18.0,65.0,8,114.0
4.0,70.0,14,147.0
-33.0,75.0,10,155.0
-8.0,80.0,10,132.0
23.0,85.0,5,110.0
22.0,90.0,7,64.0
46.0,95.0,11,106.0
-42.0,100.0,13,115.0
-9.0,105.0,8,130.0
-15.0,110.0,11,141.0
-11.0,115.0,12,144.0
-3.0,120.0,7,152.0
-8.0,125.0,10,148.0
4.0,130.0,9,133.0
15.0,135.0,12,132.0
1.0,140.0,9,128.0
4.0,145.0,21,159.0
-31.0,150.0,11,184.0
-25.0,155.0,10,186.0
-2.0,160.0,11,150.0
36.0,165.0,10,164.0
-14.0,170.0,12,171.0
-7.0,175.0,9,173.0
-2.0,180.0,14,162.0
11.0,185.0,12,189.0
-27.0,190.0,18,211.0
-22.0,195.0,13,218.0
-7.0,200.0,13,248.0
-30.0,205.0,13,253.0
-5.0,210.0,12,259.0
-6.0,215.0,13,231.0
28.0,220.0,15,208.0
23.0,225.0,18,285.0
-77.0,230.0,13,300.0
-15.0,235.0,24,306.0
-6.0,240.0,12,278.0
28.0,245.0,14,279.0
-1.0,250.0,13,245.0
34.0,255.0,13,247.0
-2.0,260.0,11,230.0
17.0,265.0,17,246.0
-16.0,270.0,18,293.0
-47.0,275.0,13,291.0
2.0,280.0,18,310.0
-19.0,285.0,15,302.0
8.0,290.0,16,326.0
-24.0,295.0,15,331.0
-5.0,300.0,10,294.0
37.0,305.0,14,308.0
-14.0,310.0,18,345.0
-37.0,315.0,15,351.0
-6.0,320.0,16,331.0
20.0,325.0,27,362.0
-31.0,330.0,18,381.0
-19.0,335.0,14,361.0
20.0,340.0,18,356.0
5.0,345.0,20,395.0
-39.0,350.0,21,416.0
-21.0,355.0,18,459.0
-43.0,360.0,20,467.0
-8.0,365.0,23,480.0
-13.0,370.0,27,495.0
-15.0,375.0,23,471.0
24.0,380.0,25,512.0
-41.0,385.0,20,487.0
25.0,390.0,17,493.0
-6.0,395.0,19,453.0
40.0,400.0,18,465.0
-12.0,405.0,19,489.0
-24.0,410.0,16,478.0
11.0,415.0,30,514.0
-36.0,420.0,20,533.0
-19.0,425.0,18,514.0
19.0,430.0,24,467.0
47.0,435.0,23,528.0
-61.0,440.0,21,529.0
-1.0,445.0,21,563.0
-34.0,450.0,25,583.0
-20.0,455.0,22,613.0
-30.0,460.0,24,578.0
35.0,465.0,19,553.0
25.0,470.0,22,604.0
-51.0,475.0,23,633.0
-29.0,480.0,20,611.0
22.0,485.0,23,597.0
14.0,490.0,23,557.0
40.0,495.0,23,567.0
-10.0,500.0,23,549.0
18.0,505.0,31,565.0
-16.0,510.0,19,499.0
66.0,515.0,16,467.0
32.0,520.0,17,418.0
49.0,525.0,16,417.0
1.0,530.0,22,405.0
12.0,535.0,19,416.0
-11.0,540.0,19,362.0
54.0,545.0,16,370.0
-8.0,550.0,18,354.0
16.0,555.0,14,392.0
-38.0,560.0,23,457.0
-65.0,565.0,18,436.0
21.0,570.0,19,378.0
58.0,575.0,17,401.0
-23.0,580.0,14,356.0
45.0,585.0,11,303.0
53.0,590.0,12,213.0
90.0,595.0,21,219.0
-6.0,600.0,12,236.0
-17.0,605.0,14,271.0
-35.0,610.0,15,287.0
-16.0,615.0,15,317.0
-30.0,620.0,16,338.0
-21.0,625.0,13,314.0
24.0,630.0,17,326.0
-12.0,635.0,12,337.0
-11.0,640.0,22,337.0
0.0,645.0,19,355.0
-18.0,650.0,19,368.0
-13.0,655.0,16,383.0
-15.0,660.0,17,371.0
12.0,665.0,20,388.0
-17.0,670.0,19,446.0
-58.0,675.0,19,480.0
-34.0,680.0,17,485.0
-5.0,685.0,29,466.0
19.0,690.0,21,377.0
89.0,695.0,19,410.0
-33.0,700.0,18,387.0
23.0,705.0,18,408.0
-21.0,710.0,24,451.0
-43.0,715.0,20,485.0
-34.0,720.0,20,448.0
37.0,725.0,17,467.0
-19.0,730.0,21,449.0
18.0,735.0,17,417.0
32.0,740.0,24,397.0
20.0,745.0,22,411.0
-14.0,750.0,16,390.0
21.0,755.0,16,405.0
-15.0,760.0,19,411.0
-6.0,765.0,17,389.0
22.0,770.0,19,415.0
-26.0,775.0,28,414.0
1.0,780.0,18,423.0
-9.0,785.0,22,442.0
-19.0,790.0,21,458.0
-16.0,795.0,20,510.0
-52.0,800.0,19,520.0
-10.0,805.0,18,469.0
51.0,810.0,24,483.0
-14.0,815.0,20,491.0
-8.0,820.0,24,471.0
20.0,825.0,16,466.0
5.0,830.0,14,394.0
72.0,835.0,12,367.0
27.0,840.0,15,399.0
-32.0,845.0,21,435.0
-36.0,850.0,18,453.0
-18.0,855.0,15,415.0
38.0,860.0,9,327.0
88.0,865.0,25,284.0
43.0,870.0,16,293.0
-9.0,875.0,19,326.0
-33.0,880.0,17,352.0
-26.0,885.0,17,350.0
2.0,890.0,16,341.0
9.0,895.0,12,275.0
66.0,900.0,13,262.0
13.0,905.0,18,278.0
-16.0,910.0,19,317.0
-39.0,915.0,12,318.0
-1.0,920.0,16,301.0
17.0,925.0,12,268.0
33.0,930.0,13,266.0
2.0,935.0,15,228.0
38.0,940.0,16,262.0
-34.0,945.0,13,259.0
3.0,950.0,14,263.0
-4.0,955.0,24,282.0
-19.0,960.0,12,261.0
21.0,965.0,14,281.0
-20.0,970.0,12,301.0
-20.0,975.0,11,252.0
49.0,980.0,15,196.0
56.0,985.0,15,220.0
-24.0,990.0,18,248.0
-28.0,995.0,15,254.0
-6.0,1000.0,17,279.0
-25.0,1005.0,15,274.0
5.0,1010.0,16,300.0
-26.0,1015.0,13,300.0
0.0,1020.0,17,301.0
-1.0,1025.0,21,347.0
-46.0,1030.0,19,373.0
-26.0,1035.0,16,383.0
-10.0,1040.0,17,388.0
-5.0,1045.0,29,417.0
-29.0,1050.0,18,398.0
19.0,1055.0,17,396.0
2.0,1060.0,19,404.0
-8.0,1065.0,20,447.0
-43.0,1070.0,21,456.0
-9.0,1075.0,17,469.0
-13.0,1080.0,20,491.0
-22.0,1085.0,21,495.0
-4.0,1090.0,23,508.0
-13.0,1095.0,21,493.0
15.0,1100.0,22,460.0
33.0,1105.0,21,477.0
-17.0,1110.0,17,464.0
13.0,1115.0,18,468.0
-4.0,1120.0,19,476.0
-8.0,1125.0,19,529.0
-53.0,1130.0,21,562.0
-33.0,1135.0,29,595.0
-33.0,1140.0,23,609.0
-14.0,1145.0,21,572.0
37.0,1150.0,22,526.0
46.0,1155.0,23,484.0
42.0,1160.0,22,531.0
-47.0,1165.0,17,532.0
-1.0,1170.0,18,503.0
29.0,1175.0,21,430.0
73.0,1180.0,25,460.0
-30.0,1185.0,17,427.0
33.0,1190.0,20,464.0
-37.0,1195.0,19,451.0
13.0,1200.0,20,471.0
-20.0,1205.0,20,503.0
-32.0,1210.0,18,493.0
10.0,1215.0,13,449.0
44.0,1220.0,20,418.0
31.0,1225.0,26,404.0
14.0,1230.0,16,335.0
69.0,1235.0,15,338.0
-3.0,1240.0,14,319.0
19.0,1245.0,13,304.0
15.0,1250.0,12,249.0
55.0,1255.0,13,255.0
-6.0,1260.0,17,270.0
-15.0,1265.0,17,305.0
-35.0,1270.0,21,340.0
-35.0,1275.0,14,330.0
10.0,1280.0,15,289.0
41.0,1285.0,9,278.0
11.0,1290.0,13,258.0
20.0,1295.0,16,285.0
-27.0,1300.0,19,350.0
-65.0,1305.0,16,362.0
-12.0,1310.0,17,381.0
-19.0,1315.0,26,406.0
-25.0,1320.0,15,397.0
9.0,1325.0,10,383.0
14.0,1330.0,16,366.0
17.0,1335.0,18,345.0
21.0,1340.0,16,354.0
-9.0,1345.0,19,391.0
-37.0,1350.0,19,412.0
-21.0,1355.0,14,411.0
1.0,1360.0,22,436.0
-25.0,1365.0,19,468.0
-32.0,1370.0,16,464.0
4.0,1375.0,18,412.0
52.0,1380.0,17,392.0
20.0,1385.0,16,374.0
18.0,1390.0,14,326.0
48.0,1395.0,17,325.0
1.0,1400.0,13,309.0
16.0,1405.0,27,302.0
7.0,1410.0,17,314.0
-12.0,1415.0,15,333.0
-19.0,1420.0,15,298.0
35.0,1425.0,14,320.0
-22.0,1430.0,15,302.0
18.0,1435.0,13,288.0
14.0,1440.0,20,289.0
-1.0,1445.0,16,310.0
-21.0,1450.0,16,237.0
73.0,1455.0,8,226.0
11.0,1460.0,12,215.0
11.0,1465.0,9,175.0
40.0,1470.0,13,171.0
4.0,1475.0,11,182.0
-11.0,1480.0,11,184.0
-2.0,1485.0,13,213.0
-29.0,1490.0,9,212.0
1.0,1495.0,20,211.0
1.0,1500.0,9,187.0
24.0,1505.0,13,187.0
0.0,1510.0,12,181.0
6.0,1515.0,15,218.0
-37.0,1520.0,12,231.0
-13.0,1525.0,12,217.0
14.0,1530.0,14,241.0
-24.0,1535.0,14,264.0
-23.0,1540.0,12,231.0
33.0,1545.0,13,223.0
8.0,1550.0,18,309.0
-86.0,1555.0,13,306.0
3.0,1560.0,14,310.0
-4.0,1565.0,13,298.0
12.0,1570.0,12,245.0
53.0,1575.0,11,217.0
28.0,1580.0,9,185.0
32.0,1585.0,22,180.0
5.0,1590.0,12,202.0
-22.0,1595.0,14,216.0
-14.0,1600.0,11,196.0
20.0,1605.0,13,236.0
-40.0,1610.0,11,214.0
22.0,1615.0,15,217.0
-3.0,1620.0,17,262.0
-45.0,1625.0,15,293.0
-31.0,1630.0,15,277.0
16.0,1635.0,12,274.0
3.0,1640.0,14,253.0
21.0,1645.0,11,239.0
14.0,1650.0,14,250.0
-11.0,1655.0,16,261.0
-11.0,1660.0,15,293.0
-32.0,1665.0,15,299.0
-6.0,1670.0,12,285.0
14.0,1675.0,19,265.0
20.0,1680.0,8,218.0
47.0,1685.0,12,243.0
-25.0,1690.0,15,257.0
-14.0,1695.0,14,259.0
-2.0,1700.0,19,292.0
-33.0,1705.0,15,334.0
-42.0,1710.0,16,369.0
-35.0,1715.0,14,361.0
8.0,1720.0,19,317.0
44.0,1725.0,12,291.0
26.0,1730.0,14,279.0
12.0,1735.0,13,277.0
2.0,1740.0,19,297.0
-20.0,1745.0,17,320.0
-23.0,1750.0,14,307.0
13.0,1755.0,12,293.0
14.0,1760.0,11,297.0
-4.0,1765.0,26,283.0
14.0,1770.0,13,271.0
12.0,1775.0,16,291.0
-20.0,1780.0,15,243.0
48.0,1785.0,14,247.0
-4.0,1790.0,16,258.0
-11.0,1795.0,14,295.0
-37.0,1800.0,18,328.0
-33.0,1805.0,19,366.0
-38.0,1810.0,20,387.0
-21.0,1815.0,20,415.0
-28.0,1820.0,21,413.0
2.0,1825.0,18,399.0
14.0,1830.0,18,357.0
42.0,1835.0,21,368.0
-11.0,1840.0,17,391.0
-23.0,1845.0,17,362.0
29.0,1850.0,13,365.0
-3.0,1855.0,25,364.0
1.0,1860.0,18,402.0
-38.0,1865.0,21,455.0
-53.0,1870.0,20,493.0
-38.0,1875.0,20,513.0
-20.0,1880.0,18,487.0
26.0,1885.0,20,439.0
48.0,1890.0,22,421.0
18.0,1895.0,19,368.0
53.0,1900.0,23,389.0
-21.0,1905.0,16,391.0
-2.0,1910.0,19,406.0
-15.0,1915.0,17,365.0
41.0,1920.0,17,389.0
-24.0,1925.0,22,435.0
-46.0,1930.0,21,475.0
-40.0,1935.0,23,559.0
-84.0,1940.0,17,574.0
-15.0,1945.0,24,547.0
27.0,1950.0,14,481.0
66.0,1955.0,18,390.0
91.0,1960.0,19,434.0
-44.0,1965.0,17,410.0
24.0,1970.0,18,345.0
65.0,1975.0,15,380.0
-35.0,1980.0,20,403.0
-23.0,1985.0,16,412.0
-9.0,1990.0,16,390.0
22.0,1995.0,20,367.0
23.0,2000.0,20,396.0
-29.0,2005.0,18,383.0
13.0,2010.0,15,362.0
21.0,2015.0,13,367.0
-5.0,2020.0,16,346.0
21.0,2025.0,15,340.0
6.0,2030.0,19,336.0
4.0,2035.0,28,384.0
-48.0,2040.0,16,392.0
-8.0,2045.0,17,371.0
21.0,2050.0,18,386.0
-15.0,2055.0,18,407.0
-21.0,2060.0,17,369.0
38.0,2065.0,18,317.0
52.0,2070.0,20,356.0
-39.0,2075.0,17,359.0
-3.0,2080.0,18,346.0
13.0,2085.0,18,363.0
-17.0,2090.0,18,349.0
14.0,2095.0,15,337.0
12.0,2100.0,19,356.0
-19.0,2105.0,20,399.0
-43.0,2110.0,17,437.0
-38.0,2115.0,17,450.0
-13.0,2120.0,19,493.0
-43.0,2125.0,28,520.0
-27.0,2130.0,21,495.0
25.0,2135.0,18,531.0
-36.0,2140.0,21,548.0
-17.0,2145.0,20,565.0
-17.0,2150.0,19,531.0
34.0,2155.0,21,472.0
59.0,2160.0,22,534.0
-62.0,2165.0,19,536.0
-2.0,2170.0,27,538.0
-2.0,2175.0,23,583.0
-45.0,2180.0,22,601.0
-18.0,2185.0,20,612.0
-11.0,2190.0,18,544.0
68.0,2195.0,21,570.0
-26.0,2200.0,20,614.0
-44.0,2205.0,20,573.0
41.0,2210.0,20,502.0
71.0,2215.0,28,524.0
-22.0,2220.0,18,499.0
25.0,2225.0,14,480.0
19.0,2230.0,18,509.0
-29.0,2235.0,23,548.0
-39.0,2240.0,21,602.0
-54.0,2245.0,16,591.0
11.0,2250.0,20,579.0
12.0,2255.0,25,562.0
17.0,2260.0,26,561.0
1.0,2265.0,22,595.0
-34.0,2270.0,24,552.0
43.0,2275.0,20,588.0
-36.0,2280.0,17,547.0
41.0,2285.0,21,518.0
29.0,2290.0,22,566.0
-48.0,2295.0,23,565.0
1.0,2300.0,18,603.0
-38.0,2305.0,29,619.0
-16.0,2310.0,20,610.0
9.0,2315.0,23,582.0
28.0,2320.0,25,574.0
8.0,2325.0,24,526.0
48.0,2330.0,20,515.0
11.0,2335.0,18,499.0
16.0,2340.0,22,509.0
-10.0,2345.0,19,530.0
-21.0,2350.0,20,482.0
48.0,2355.0,15,463.0
19.0,2360.0,21,430.0
33.0,2365.0,21,463.0
-33.0,2370.0,17,460.0
3.0,2375.0,17,462.0
-2.0,2380.0,17,451.0
11.0,2385.0,14,390.0
61.0,2390.0,15,326.0
64.0,2395.0,25,332.0
-6.0,2400.0,16,338.0
-6.0,2405.0,13,315.0
23.0,2410.0,16,320.0
-5.0,2415.0,17,334.0
-14.0,2420.0,15,340.0
-6.0,2425.0,15,371.0
-31.0,2430.0,16,365.0
6.0,2435.0,20,388.0
-23.0,2440.0,21,434.0
-46.0,2445.0,17,436.0
-2.0,2450.0,17,413.0
23.0,2455.0,17,412.0
1.0,2460.0,13,357.0
55.0,2465.0,10,293.0
64.0,2470.0,14,277.0
16.0,2475.0,16,292.0
-15.0,2480.0,17,330.0
-38.0,2485.0,20,340.0
-10.0,2490.0,13,303.0
37.0,2495.0,13,306.0
-3.0,2500.0,9,266.0
40.0,2505.0,14,254.0
12.0,2510.0,16,297.0
-43.0,2515.0,11,299.0
-2.0,2520.0,15,293.0
6.0,2525.0,10,248.0
45.0,2530.0,15,177.0
71.0,2535.0,10,189.0
-12.0,2540.0,16,258.0
-69.0,2545.0,11,246.0
12.0,2550.0,13,245.0
1.0,2555.0,11,234.0
11.0,2560.0,11,180.0
54.0,2565.0,10,149.0
31.0,2570.0,11,156.0
-7.0,2575.0,19,162.0
-6.0,2580.0,8,160.0
2.0,2585.0,14,210.0
-50.0,2590.0,11,218.0
-8.0,2595.0,13,212.0
6.0,2600.0,9,189.0
23.0,2605.0,8,126.0
63.0,2610.0,14,127.0
-1.0,2615.0,9,160.0
-33.0,2620.0,12,170.0
-10.0,2625.0,8,153.0
17.0,2630.0,13,185.0
-32.0,2635.0,9,160.0
25.0,2640.0,9,139.0
21.0,2645.0,4,123.0
16.0,2650.0,9,110.0
13.0,2655.0,6,89.0
21.0,2660.0,5,67.0
22.0,2665.0,18,107.0
-40.0,2670.0,7,108.0
-1.0,2675.0,12,142.0
-34.0,2680.0,8,125.0
17.0,2685.0,12,150.0
-25.0,2690.0,9,147.0
3.0,2695.0,8,127.0
20.0,2700.0,8,119.0
8.0,2705.0,8,101.0
18.0,2710.0,10,85.0
16.0,2715.0,8,116.0
-31.0,2720.0,14,177.0
-61.0,2725.0,12,193.0
-16.0,2730.0,13,244.0
-51.0,2735.0,13,249.0
-5.0,2740.0,13,243.0
6.0,2745.0,12,204.0
39.0,2750.0,10,206.0
-2.0,2755.0,24,256.0
-50.0,2760.0,12,266.0
-10.0,2765.0,11,233.0
33.0,2770.0,11,226.0
7.0,2775.0,13,200.0
26.0,2780.0,9,172.0
28.0,2785.0,13,162.0
10.0,2790.0,12,178.0
-16.0,2795.0,11,170.0
8.0,2800.0,16,217.0
-47.0,2805.0,8,219.0
-2.0,2810.0,11,196.0
23.0,2815.0,8,164.0
32.0,2820.0,11,191.0
-27.0,2825.0,12,190.0
1.0,2830.0,13,201.0
-11.0,2835.0,16,243.0
-42.0,2840.0,10,247.0
-4.0,2845.0,22,209.0
38.0,2850.0,15,271.0
-62.0,2855.0,12,269.0
2.0,2860.0,13,248.0
21.0,2865.0,13,213.0
35.0,2870.0,10,191.0
22.0,2875.0,13,193.0
-2.0,2880.0,14,194.0
-1.0,2885.0,11,207.0
-13.0,2890.0,16,220.0
-13.0,2895.0,12,224.0
-4.0,2900.0,17,299.0
-75.0,2905.0,12,307.0
-8.0,2910.0,10,273.0
34.0,2915.0,16,267.0
6.0,2920.0,13,277.0
-10.0,2925.0,13,259.0
18.0,2930.0,10,222.0
37.0,2935.0,23,200.0
22.0,2940.0,15,252.0
-52.0,2945.0,15,295.0
-43.0,2950.0,12,284.0
11.0,2955.0,13,213.0
71.0,2960.0,15,236.0
-23.0,2965.0,12,251.0
-15.0,2970.0,14,233.0
18.0,2975.0,14,225.0
8.0,2980.0,15,233.0
-8.0,2985.0,8,190.0
43.0,2990.0,11,174.0
16.0,2995.0,8,146.0
28.0,3000.0,11,169.0
-23.0,3005.0,17,215.0
-46.0,3010.0,13,245.0
-30.0,3015.0,11,221.0
24.0,3020.0,13,250.0
-29.0,3025.0,25,268.0
-18.0,3030.0,12,278.0
-10.0,3035.0,14,266.0
